dataset,employee_id,department,region,education,gender,recruitment_channel,no_of_trainings,age,previous_year_rating,length_of_service,KPIs_met,awards_won,avg_training_score,is_promoted
test,859,3,2,NA,2,3,1,30,3,2,0,0,76,
test,17355,2,4,2,1,3,1,29,4,6,0,0,57,
test,2200,2,2,2,1,3,2,25,2,3,1,0,60,
test,7508,6,17,2,1,3,1,51,4,2,0,0,70,
test,29059,6,7,3,1,3,1,54,1,8,0,0,71,
test,33688,3,11,2,1,3,1,29,3,2,1,0,76,
test,46391,4,22,2,1,1,2,25,5,2,1,1,81,
test,30627,3,10,2,2,3,1,27,3,4,0,0,75,
test,28123,2,2,3,2,3,2,34,3,9,1,0,61,
test,35327,3,24,2,1,3,1,38,4,3,1,0,83,
test,66282,3,22,2,1,1,4,32,3,4,0,0,84,
test,27293,4,22,2,1,1,2,28,5,5,0,0,81,
test,20869,3,2,2,1,3,1,28,4,5,0,0,81,
test,23513,2,6,2,1,1,1,32,4,5,0,0,61,
test,30628,1,2,3,1,3,1,43,3,15,0,0,48,
test,63577,1,22,2,2,1,1,33,3,7,0,0,50,
test,35127,1,27,3,1,1,1,48,3,8,0,0,52,
test,30566,6,2,2,2,1,2,29,3,3,0,0,70,
test,47778,3,6,2,1,3,1,26,5,5,1,0,79,
test,13982,3,33,3,1,3,1,40,1,12,0,0,81,
test,74303,9,2,2,2,1,1,52,5,17,1,0,62,
test,66217,6,17,3,2,3,1,47,4,19,0,0,72,
test,67685,1,17,2,1,1,2,30,3,5,0,0,52,
test,13274,1,13,NA,1,1,2,23,NA,1,0,0,51,
test,25361,1,22,3,1,3,1,53,1,4,0,0,48,
test,42953,5,11,2,1,1,3,30,NA,1,1,0,81,
test,67169,6,17,3,1,1,1,39,3,11,0,0,72,
test,67735,1,27,2,1,1,1,30,1,4,0,0,52,
test,68037,7,2,2,1,1,1,34,2,10,0,0,59,
test,42263,1,2,2,2,1,1,35,2,9,0,0,49,
test,74476,2,27,2,1,3,1,33,4,7,1,0,53,
test,14166,2,4,3,1,3,1,45,5,6,0,0,63,
test,5729,1,26,2,1,1,1,39,5,3,0,0,50,
test,1524,4,31,2,1,3,1,28,4,5,0,0,88,
test,40779,6,2,2,1,3,1,51,4,5,0,0,71,
test,23351,1,2,NA,1,3,1,34,5,10,1,0,48,
test,74934,8,32,2,1,1,1,30,4,3,1,0,44,
test,30492,6,9,2,1,3,1,29,2,4,0,0,72,
test,50850,3,13,3,1,3,1,48,5,19,1,0,82,
test,37079,8,16,2,1,1,1,29,3,3,0,0,52,
test,38804,1,2,2,1,3,1,30,1,7,0,0,66,
test,62546,1,14,2,2,3,1,37,2,3,0,0,51,
test,9139,9,2,3,1,3,1,34,3,4,0,0,59,
test,40787,1,23,2,1,3,1,39,1,15,0,0,47,
test,49807,1,14,3,1,1,1,43,3,5,1,0,48,
test,23238,2,22,2,1,1,2,32,3,8,1,0,61,
test,58141,4,1,2,1,1,1,35,5,10,0,0,86,
test,4898,2,2,3,1,3,2,50,3,18,0,0,63,
test,55552,4,28,2,1,3,1,30,4,4,0,0,87,
test,10297,4,9,3,1,3,1,28,3,7,0,0,84,
test,11827,6,6,2,2,3,1,29,NA,1,0,0,69,
test,77536,7,22,3,1,3,2,31,3,6,0,0,59,
test,12396,1,2,3,2,3,1,59,5,18,0,0,50,
test,75773,3,2,2,2,3,1,32,5,5,1,0,83,
test,66689,4,7,3,1,3,1,34,5,10,1,0,83,
test,48902,6,15,3,1,3,1,52,2,14,0,0,75,
test,46633,2,13,2,2,3,3,30,4,7,0,0,61,
test,66840,1,15,2,1,3,1,20,NA,1,0,0,48,
test,66422,2,7,2,1,3,1,35,5,8,1,0,65,
test,72456,1,28,2,1,1,1,31,NA,1,0,0,48,
test,10168,4,25,2,1,1,1,36,5,7,1,0,86,
test,48675,8,2,1,2,1,1,25,3,2,0,0,49,
test,19961,1,22,2,1,3,1,26,1,3,0,0,47,
test,32597,1,7,NA,1,1,1,26,3,3,0,0,47,
test,61037,1,12,2,1,3,1,33,5,8,0,0,47,
test,49811,4,17,2,1,1,1,29,NA,1,0,0,86,
test,17617,3,33,2,1,1,1,36,3,10,0,0,81,
test,21302,1,7,2,1,1,3,34,1,2,0,0,47,
test,31687,1,13,2,1,3,1,54,5,11,1,0,50,
test,65605,7,2,2,1,3,1,27,1,3,0,0,57,
test,36197,3,13,2,1,3,1,27,3,3,0,0,83,
test,58550,2,3,2,2,3,1,35,5,6,1,0,65,
test,53507,4,27,2,1,1,2,28,3,6,0,0,81,
test,37679,1,26,2,1,3,1,22,NA,1,0,0,52,
test,8835,3,2,2,2,2,1,44,3,2,0,0,74,
test,2926,3,7,2,1,2,1,28,NA,1,0,0,79,
test,12810,6,26,2,2,3,1,32,1,7,0,0,72,
test,27686,2,20,2,1,1,2,36,4,9,0,0,59,
test,22436,4,22,NA,1,3,1,26,3,2,1,0,82,
test,31216,2,31,2,2,1,1,43,5,14,1,0,56,
test,9434,1,15,2,1,1,1,37,1,7,0,0,50,
test,33987,8,2,2,1,2,1,27,4,3,0,0,48,
test,48601,6,2,3,1,3,1,52,3,15,0,0,71,
test,21361,2,2,2,2,3,1,34,4,6,0,0,73,
test,65754,9,22,2,1,1,1,29,5,4,1,0,55,
test,44595,9,22,2,1,2,1,28,5,2,1,0,61,
test,23108,6,2,NA,2,3,1,31,5,5,1,0,65,
test,11749,3,26,2,2,3,2,29,3,3,0,0,82,
test,60925,6,2,2,1,1,2,40,3,8,0,0,70,
test,34975,7,23,2,1,3,2,36,3,9,1,0,63,
test,38754,3,5,3,1,3,1,42,3,8,0,0,96,
test,1493,1,15,2,1,1,1,27,NA,1,0,0,52,
test,38794,2,19,2,2,3,1,32,3,6,1,0,56,
test,46360,4,28,2,1,3,2,31,2,5,1,1,89,
test,59600,6,17,2,1,3,1,28,1,4,0,0,72,
test,1107,8,2,NA,1,3,1,30,4,3,1,0,50,
test,46964,2,19,2,1,3,1,34,3,7,1,0,61,
test,17753,2,32,2,1,1,1,38,4,5,1,0,60,
test,37257,9,22,2,1,2,1,28,3,3,1,0,61,
test,10791,2,4,2,2,1,1,26,3,3,1,0,62,
test,35596,3,5,2,1,1,1,36,3,3,0,0,79,
test,65140,4,22,2,1,1,3,27,4,5,1,0,82,
test,14640,1,28,3,1,3,1,36,5,11,0,0,47,
test,27548,3,4,3,1,3,1,40,3,5,0,0,80,
test,26826,3,23,2,2,1,1,34,3,8,0,0,77,
test,65531,8,27,2,2,1,1,29,3,2,0,0,49,
test,72312,2,15,2,1,3,2,36,5,5,1,0,58,
test,40969,3,7,2,2,3,1,27,NA,1,1,0,79,
test,9842,1,16,2,1,1,1,35,4,9,1,0,53,
test,55714,6,4,3,1,1,1,43,3,14,0,0,69,
test,74649,1,7,2,1,3,1,31,3,4,1,0,48,
test,25847,2,22,2,1,3,1,33,4,10,0,0,63,
test,40747,6,21,3,2,3,1,34,2,3,0,0,65,
test,27926,3,2,2,2,3,1,48,4,14,1,0,79,
test,17047,2,20,3,2,3,2,35,3,4,0,0,59,
test,35358,1,8,2,1,1,1,29,3,2,0,0,48,
test,68272,2,26,3,2,1,1,33,4,5,0,0,60,
test,10101,2,22,2,1,1,2,28,3,4,0,0,58,
test,12778,6,24,2,1,1,1,28,NA,1,1,0,66,
test,29941,7,2,2,1,3,2,24,NA,1,0,0,61,
test,20101,7,2,2,1,1,1,57,4,13,0,0,58,
test,13991,4,6,2,1,1,2,31,5,3,1,0,89,
test,64963,1,15,2,1,3,1,31,1,4,0,0,50,
test,74434,3,14,3,2,3,1,34,1,9,0,0,75,
test,28160,1,31,2,1,1,1,23,5,2,1,0,48,
test,71118,6,14,2,2,3,1,39,2,2,0,0,66,
test,28697,6,27,2,1,3,2,28,5,6,1,0,69,
test,46430,3,4,3,1,1,1,32,3,7,0,0,76,
test,19239,1,31,2,1,1,1,28,NA,1,0,0,49,
test,40595,8,2,2,1,1,1,28,4,2,0,0,51,
test,47577,6,2,1,1,3,4,24,3,3,1,0,73,
test,29997,1,1,2,1,1,1,31,5,6,1,0,47,
test,17000,1,23,2,1,3,1,32,1,2,0,0,49,
test,40434,4,20,2,1,3,2,30,3,4,0,0,85,
test,28985,4,23,3,1,1,1,40,3,12,1,0,85,
test,3750,8,2,2,2,1,1,34,2,5,0,0,52,
test,22676,1,13,2,2,3,1,33,3,4,1,0,51,
test,19408,3,2,3,2,3,1,34,5,6,1,0,82,
test,16501,1,24,2,1,3,1,29,NA,1,0,0,54,
test,30454,4,7,2,2,3,1,27,3,4,1,0,87,
test,57891,1,22,2,1,3,1,25,NA,1,0,0,51,
test,60702,3,14,2,1,1,1,44,5,13,0,0,89,
test,37760,3,2,3,2,3,1,42,3,5,0,0,87,
test,28601,5,22,2,1,1,3,31,5,5,0,0,86,
test,32790,5,22,2,1,3,1,28,4,2,1,0,90,
test,72385,8,15,2,2,1,1,31,1,2,0,0,46,
test,18073,3,2,3,2,3,1,45,2,7,0,0,84,
test,42330,7,32,2,1,3,1,27,4,3,0,0,63,
test,69708,2,23,3,1,1,1,43,1,3,0,0,60,
test,34541,1,29,2,1,3,1,29,NA,1,0,0,49,
test,75731,3,7,2,1,1,3,33,4,5,1,0,79,
test,29251,1,25,2,1,1,1,32,3,2,0,0,47,
test,2578,4,22,2,1,1,1,27,NA,1,0,0,83,
test,49959,2,4,2,1,3,1,26,3,3,1,0,57,
test,54558,7,2,2,1,1,2,28,4,6,0,0,59,
test,64745,1,2,3,2,1,1,33,3,4,1,0,49,
test,42501,2,32,2,1,1,2,31,2,7,1,0,62,
test,78013,2,2,2,1,1,1,34,3,7,1,0,60,
test,9482,6,17,2,2,2,1,32,4,7,1,0,69,
test,55690,2,7,2,2,3,1,35,3,9,0,0,61,
test,66790,2,22,3,1,2,1,42,4,3,1,0,65,
test,45968,1,7,3,1,3,1,45,4,3,1,0,61,
test,40304,4,7,NA,1,3,3,26,5,4,1,0,86,
test,4515,2,2,3,2,3,1,55,3,6,0,0,59,
test,37696,2,15,2,2,3,1,31,5,8,1,0,64,
test,52748,7,2,3,1,3,1,40,3,6,0,0,59,
test,47896,2,26,3,2,3,1,39,4,8,0,0,62,
test,59732,1,6,2,1,3,1,34,5,8,0,0,51,
test,43597,1,33,2,1,1,1,42,1,13,0,0,55,
test,50079,4,22,2,2,1,1,31,4,4,0,0,89,
test,7414,2,15,2,1,3,1,38,4,5,1,0,56,
test,39688,1,30,2,1,3,1,30,1,2,0,0,47,
test,55760,3,16,2,2,3,1,36,3,4,1,0,79,
test,22931,1,10,2,1,3,1,32,3,9,0,0,48,
test,33097,2,22,2,1,1,1,54,5,12,0,0,61,
test,50435,1,13,3,1,1,1,30,4,2,0,0,47,
test,5817,2,22,2,1,3,2,27,5,4,1,0,57,
test,33193,3,16,3,1,3,1,35,3,9,0,0,80,
test,22768,1,1,2,2,3,1,25,3,3,0,0,53,
test,21768,2,3,3,1,3,1,41,4,12,0,0,63,
test,62668,3,21,2,1,1,1,38,4,5,0,0,78,
test,62565,3,22,3,1,3,1,44,4,15,1,0,79,
test,66427,1,2,3,2,3,1,38,2,12,0,0,51,
test,11797,2,19,2,1,3,1,40,3,7,0,0,55,
test,13622,6,14,2,1,1,1,31,3,5,0,0,68,
test,14296,4,2,3,1,3,1,30,3,4,0,0,85,
test,46624,3,4,2,1,3,2,28,2,6,0,0,82,
test,20635,6,22,2,1,3,1,26,NA,1,1,0,71,
test,34414,3,20,2,1,1,1,27,5,3,1,0,79,
test,54595,4,28,3,1,1,1,33,3,5,0,0,82,
test,18907,1,6,2,2,3,1,35,3,3,1,0,55,
test,61097,5,22,2,1,3,1,29,5,5,0,0,83,
test,75150,4,29,2,1,3,2,25,NA,1,1,0,86,
test,54186,4,22,2,1,3,1,30,2,5,0,0,85,
test,55301,4,2,3,1,1,2,30,NA,1,0,0,87,
test,32871,7,8,2,2,1,1,28,5,3,1,0,59,
test,29902,2,13,3,2,1,2,32,4,3,1,0,60,
test,40351,2,15,2,2,3,1,33,5,5,1,0,59,
test,31602,7,11,2,1,1,1,31,3,4,0,0,58,
test,67199,1,15,2,1,3,1,40,5,12,0,0,48,
test,43279,3,31,2,1,3,2,33,5,5,1,0,83,
test,21022,8,26,2,1,3,1,27,5,4,1,0,52,
test,39918,1,31,2,2,3,1,32,1,4,0,0,48,
test,27915,3,5,2,2,1,1,28,1,3,0,0,81,
test,45139,2,34,2,1,3,1,32,1,7,0,0,62,
test,17488,1,15,3,1,3,1,28,3,5,0,0,47,
test,7208,2,2,2,2,3,1,56,5,9,1,0,54,
test,34938,1,22,2,2,1,1,27,3,3,0,0,48,
test,4805,2,15,3,1,1,1,35,1,7,0,0,61,
test,49633,6,2,2,1,1,2,32,3,3,1,0,70,
test,17394,3,29,2,2,3,1,29,1,1,0,0,80,
test,49157,6,27,3,1,1,4,36,3,10,0,0,71,
test,18264,3,2,1,1,1,1,24,3,2,0,0,75,
test,57930,5,4,3,1,3,2,37,3,7,1,0,80,
test,4598,2,22,2,2,1,1,25,4,2,1,0,65,
test,66228,2,22,3,2,3,1,50,4,7,0,0,64,
test,22524,4,22,2,1,1,2,29,4,5,0,0,83,
test,20688,4,22,NA,2,1,1,28,4,4,1,0,81,
test,2319,2,1,2,2,3,1,30,3,5,0,0,58,
test,3370,6,22,2,2,1,2,28,3,4,0,0,71,
test,15999,1,7,2,1,1,1,41,3,6,0,0,41,
test,76769,3,7,2,2,1,2,42,3,14,0,0,80,
test,16839,9,7,3,1,1,1,35,1,7,0,0,61,
test,33513,1,16,2,1,3,1,44,5,11,0,0,50,
test,213,2,14,2,2,3,1,43,4,5,0,0,62,
test,70182,6,11,2,1,3,1,28,3,4,0,0,69,
test,10549,3,27,NA,1,3,1,30,1,5,0,0,77,
test,59818,7,22,2,1,1,1,40,3,12,0,0,59,
test,21776,2,22,2,1,1,1,36,4,7,1,0,54,
test,61343,7,2,2,1,3,1,28,4,3,0,0,60,
test,31760,1,16,3,1,3,1,40,2,8,0,0,47,
test,50516,1,22,3,1,3,1,35,5,7,0,0,49,
test,75318,4,15,3,1,1,1,31,4,4,0,0,88,
test,48699,1,31,3,1,1,1,35,4,7,0,0,50,
test,4117,2,15,1,1,1,1,25,3,2,0,0,61,
test,4050,5,26,2,1,1,2,29,4,1,1,0,94,
test,67239,1,7,3,1,1,1,44,3,11,0,0,51,
test,71808,1,19,2,1,3,2,33,4,4,0,0,56,
test,66146,7,22,1,1,1,1,25,NA,1,1,0,61,
test,29805,2,23,2,1,1,1,34,3,2,0,0,59,
test,73368,6,2,3,1,1,2,43,5,5,1,0,69,
test,38500,6,2,3,2,2,1,59,3,4,0,0,73,
test,64733,1,23,3,2,3,1,36,5,8,1,0,46,
test,15546,4,6,2,1,3,1,28,3,2,0,0,85,
test,24552,6,31,2,2,1,1,29,NA,1,0,0,71,
test,24326,1,13,2,1,1,1,41,3,6,1,0,52,
test,66382,6,7,2,1,1,1,36,1,9,0,0,72,
test,5115,1,32,2,1,3,1,27,5,2,1,0,50,
test,47363,2,2,2,2,3,3,35,3,8,1,0,59,
test,30946,3,33,2,2,3,1,34,3,3,0,0,82,
test,76169,4,1,3,1,3,1,31,4,4,0,0,84,
test,59127,2,22,2,2,3,1,37,4,10,0,0,59,
test,60685,4,4,3,1,3,1,39,1,7,1,0,89,
test,53342,3,9,2,1,1,1,30,1,6,0,0,83,
test,16422,4,2,2,1,3,1,30,5,2,1,0,88,
test,8569,2,13,2,1,3,1,46,3,16,1,0,64,
test,2076,4,22,3,2,1,1,32,4,8,0,0,84,
test,34311,2,13,3,2,3,1,46,5,17,1,0,59,
test,25332,4,29,2,1,3,2,27,NA,1,1,0,87,
test,62748,1,23,2,1,1,2,35,1,2,0,0,50,
test,77613,5,22,3,1,3,1,32,3,5,1,0,87,
test,6906,7,31,2,2,3,2,31,4,2,1,0,57,
test,77735,4,29,2,2,1,1,28,NA,1,0,0,87,
test,32886,5,2,3,1,3,1,36,4,8,0,0,84,
test,53356,2,7,3,1,3,1,38,5,9,1,0,58,
test,28508,1,26,2,1,1,1,43,3,14,0,0,47,
test,24110,1,17,2,1,1,1,34,5,5,1,0,44,
test,46723,1,13,2,1,3,1,40,5,4,1,0,48,
test,30046,2,15,3,1,1,2,40,3,4,1,0,60,
test,25242,1,26,2,1,3,1,34,5,7,1,0,47,
test,18666,1,22,2,1,3,5,25,3,2,0,0,51,
test,29202,4,22,3,1,3,1,32,4,2,0,0,87,
test,6786,6,5,2,2,3,1,27,3,2,1,0,73,
test,55853,7,2,1,2,1,1,23,NA,1,1,0,62,
test,14131,8,25,3,1,3,1,35,5,7,0,0,53,
test,65529,1,13,2,1,1,1,24,NA,1,1,0,49,
test,33694,3,25,2,2,1,1,25,3,3,0,0,77,
test,34182,5,22,2,1,1,3,33,5,3,1,0,86,
test,77046,3,2,2,1,3,1,31,3,3,1,0,78,
test,44114,4,22,2,1,1,2,36,5,9,0,0,86,
test,61809,4,32,2,1,3,1,36,5,7,1,0,86,
test,759,3,2,2,2,1,2,35,5,9,1,0,86,
test,54171,4,31,2,1,1,2,33,3,3,0,0,86,
test,77117,1,2,2,1,1,1,51,1,4,0,0,50,
test,57501,3,5,2,1,3,2,29,3,3,0,0,77,
test,77072,4,26,2,1,3,1,29,4,5,0,0,88,
test,24694,6,13,3,1,3,1,31,4,6,1,0,70,
test,37538,6,13,2,1,3,1,55,3,26,0,0,67,
test,64411,4,12,2,1,3,1,33,5,10,0,0,87,
test,55088,1,15,2,1,3,2,26,5,3,0,0,48,
test,56180,1,3,2,1,1,2,30,4,3,0,0,51,
test,69781,4,22,2,1,1,1,30,3,3,1,0,87,
test,39664,6,27,3,2,1,1,37,5,3,0,0,73,
test,3871,6,7,2,2,3,1,32,2,5,0,0,67,
test,58173,1,27,2,1,3,1,32,3,4,0,0,46,
test,46401,2,20,2,1,1,1,27,4,2,0,0,60,
test,39781,2,31,2,1,1,1,42,5,5,0,0,61,
test,52849,4,1,3,1,3,1,34,5,9,1,0,83,
test,39724,4,2,2,1,1,1,43,1,10,0,0,87,
test,34363,3,7,1,2,1,2,24,4,2,1,0,80,
test,11443,1,2,3,2,1,1,34,4,5,0,0,50,
test,44398,3,7,2,2,3,1,32,1,5,0,0,78,
test,32820,6,22,3,2,3,1,39,4,9,1,0,67,
test,3277,8,6,2,1,1,1,28,3,2,0,0,49,
test,8350,3,16,2,2,3,1,56,3,7,1,0,76,
test,19829,7,4,2,1,3,1,34,3,2,0,0,57,
test,30318,6,26,2,2,1,1,31,1,10,0,0,66,
test,20481,7,13,2,1,3,1,35,5,6,0,0,56,
test,53656,2,34,2,1,3,2,33,4,6,0,0,57,
test,62330,2,30,2,1,1,2,38,4,10,0,0,58,
test,6904,7,4,3,1,3,3,36,4,4,1,0,62,
test,65537,7,7,2,2,1,1,34,3,6,0,0,54,
test,3149,4,22,2,1,1,3,27,5,5,1,0,85,
test,71052,2,11,2,1,3,1,33,3,6,0,0,58,
test,18192,2,2,2,1,3,1,34,4,3,1,0,63,
test,33387,1,34,2,1,1,1,28,1,2,1,0,45,
test,36957,1,2,2,2,3,1,59,3,16,0,0,50,
test,70579,3,7,2,2,1,1,31,3,6,1,0,82,
test,44035,1,7,2,1,1,1,45,3,2,1,0,48,
test,46609,4,15,2,1,1,2,34,5,6,0,0,88,
test,4498,3,7,3,2,1,2,34,3,3,0,0,84,
test,74840,7,15,2,1,3,1,37,5,11,1,0,61,
test,29118,1,2,3,1,3,1,51,3,6,0,0,48,
test,29861,6,7,2,1,1,1,29,NA,1,0,0,71,
test,35153,3,25,2,1,3,1,29,4,5,1,0,77,
test,38381,6,22,3,2,1,1,35,3,8,0,0,65,
test,74768,6,26,2,2,1,2,49,5,17,1,0,69,
test,73866,1,11,2,1,1,2,25,NA,1,0,0,45,
test,50890,8,31,2,2,3,1,30,1,1,0,0,50,
test,35823,6,26,2,1,1,1,29,NA,1,1,0,66,
test,75046,6,2,2,1,3,2,40,1,5,0,0,68,
test,45680,1,30,2,1,3,1,30,5,3,1,0,54,
test,56614,1,7,3,2,1,1,41,3,3,0,0,50,
test,2796,1,14,2,1,1,1,30,3,5,0,0,47,
test,68881,6,26,3,2,1,1,36,3,10,0,0,66,
test,36489,3,2,3,2,3,1,55,4,14,0,0,78,
test,6768,6,13,3,2,1,1,38,3,9,0,0,70,
test,62097,6,2,2,1,1,1,43,3,3,0,0,71,
test,54937,1,20,2,1,3,1,29,5,6,1,0,50,
test,21825,4,27,2,1,1,1,29,4,3,0,0,86,
test,76570,2,2,2,1,1,2,28,NA,1,0,0,56,
test,10564,1,22,2,1,1,1,42,1,7,0,0,54,
test,20011,8,2,3,2,1,1,54,3,13,0,0,52,
test,3511,1,2,2,1,1,2,27,3,3,0,0,49,
test,44605,1,7,3,1,3,1,46,4,3,0,0,49,
test,31147,3,7,2,1,3,3,28,3,2,0,0,83,
test,43430,3,8,2,1,3,1,28,3,2,0,0,79,
test,17469,2,31,3,1,1,1,38,5,11,1,0,62,
test,28231,1,2,2,2,3,1,33,5,6,0,0,65,
test,21544,2,2,2,1,1,1,40,5,13,1,0,60,
test,44579,8,2,3,2,1,1,52,3,18,0,0,51,
test,72452,4,22,2,2,3,2,28,3,3,0,0,83,
test,78211,3,26,2,2,3,1,30,5,4,1,0,81,
test,12612,2,22,2,2,3,2,28,3,2,1,0,56,
test,7819,2,19,2,1,1,2,37,3,4,1,0,63,
test,76500,2,4,2,2,3,1,34,5,6,1,0,52,
test,7439,6,2,2,1,3,1,39,3,13,1,0,70,
test,17086,4,28,3,1,3,2,38,5,9,1,0,86,
test,5730,8,22,3,1,3,1,31,4,4,1,0,46,
test,49622,6,2,3,1,3,1,38,3,3,0,0,73,
test,16084,1,25,2,2,1,2,28,3,6,0,0,48,
test,64596,2,11,2,2,1,1,26,5,3,0,0,58,
test,6188,2,26,2,2,1,2,29,5,4,1,0,60,
test,13907,6,11,3,1,3,1,37,5,9,1,0,65,
test,3248,6,19,2,1,3,1,32,4,2,1,0,77,
test,50297,7,26,2,1,3,1,32,3,2,0,0,60,
test,75594,1,10,3,1,3,1,31,5,6,1,0,50,
test,45054,1,13,2,2,1,1,36,3,9,0,0,51,
test,65663,3,2,2,1,3,1,30,2,2,0,0,83,
test,69656,1,32,NA,1,3,1,26,3,3,0,0,50,
test,75063,6,22,2,1,1,1,27,3,3,1,0,74,
test,51448,1,2,2,2,1,1,33,1,2,0,0,53,
test,11627,7,2,2,1,3,1,26,5,3,1,0,59,
test,46969,1,2,2,2,3,1,35,2,8,0,0,54,
test,53960,1,12,2,1,3,1,35,3,9,0,0,47,
test,6789,8,11,2,1,1,2,25,3,2,0,0,52,
test,77767,3,2,2,1,2,1,34,4,9,0,0,76,
test,40205,2,28,2,1,1,1,39,2,13,0,0,58,
test,35753,1,2,3,1,3,1,49,1,17,0,0,49,
test,49094,2,7,2,1,1,1,35,3,7,0,0,62,
test,19969,2,7,3,2,1,1,42,5,3,0,0,58,
test,55913,3,13,2,1,3,1,36,1,7,1,1,75,
test,40352,8,2,3,1,1,1,36,4,3,0,0,47,
test,38883,8,2,3,2,2,1,37,5,9,1,0,55,
test,51518,2,22,2,2,1,2,28,4,2,0,0,63,
test,2813,4,7,NA,1,3,1,24,NA,1,0,0,87,
test,76125,2,12,2,2,3,1,34,3,3,0,0,58,
test,33322,6,8,3,2,3,1,39,5,4,0,0,71,
test,63929,1,20,2,1,1,1,36,5,7,0,0,46,
test,14527,2,22,3,2,3,2,42,5,10,1,0,58,
test,29101,1,2,2,1,2,1,30,1,9,0,0,48,
test,26137,1,30,2,1,3,1,36,3,8,0,0,51,
test,72924,3,2,2,1,2,1,39,4,8,0,0,78,
test,13270,2,15,NA,1,3,1,42,3,11,0,0,64,
test,28432,6,13,2,2,1,1,32,4,9,1,0,74,
test,490,1,21,2,1,3,1,29,1,5,0,0,47,
test,35274,2,2,2,2,2,1,32,4,3,1,0,62,
test,5963,3,8,2,1,3,1,30,3,6,0,0,82,
test,7619,1,2,3,1,3,1,51,5,4,0,0,50,
test,34334,1,2,3,1,3,1,41,1,12,0,0,50,
test,77098,2,15,2,1,1,1,33,2,8,0,0,59,
test,32077,2,2,3,2,1,1,37,4,8,1,0,57,
test,11896,2,2,2,1,3,1,33,5,5,0,0,59,
test,32749,2,32,3,2,3,1,37,3,9,0,0,63,
test,30163,8,32,2,1,3,1,32,3,4,0,0,47,
test,46236,1,9,3,1,1,1,30,1,3,0,0,49,
test,41387,6,2,3,1,1,1,42,4,5,1,0,66,
test,4118,2,4,3,1,3,1,32,5,6,1,0,64,
test,64639,2,26,2,2,1,2,29,NA,1,1,0,60,
test,9364,8,22,3,1,3,1,37,4,9,0,0,48,
test,13066,8,23,2,1,3,1,28,3,2,1,0,52,
test,27478,2,2,3,1,3,1,39,5,7,0,0,58,
test,46425,3,12,2,1,3,1,30,4,6,1,0,76,
test,14974,2,27,2,1,1,1,36,3,3,0,0,58,
test,697,6,24,2,2,1,1,33,5,7,1,0,68,
test,23144,1,5,2,1,3,2,31,2,3,0,0,54,
test,15946,1,30,2,1,3,1,36,3,4,1,0,50,
test,67177,3,5,2,2,3,2,31,3,3,0,0,83,
test,39498,1,2,2,1,1,2,45,5,3,0,0,53,
test,73590,1,2,3,2,3,1,36,3,8,0,0,49,
test,62182,2,8,2,1,1,3,29,5,4,1,0,64,
test,41649,8,2,2,1,1,1,33,3,5,0,0,45,
test,76588,1,11,2,1,3,1,31,5,4,0,0,44,
test,8757,2,22,2,1,1,1,41,5,9,1,0,58,
test,62091,6,27,2,2,1,1,32,3,3,0,0,66,
test,55521,6,2,1,1,3,1,21,3,2,0,0,69,
test,43857,8,28,2,2,3,1,27,5,2,1,0,48,
test,22700,4,2,3,1,1,1,59,3,17,0,0,86,
test,36434,1,13,2,2,3,1,36,5,3,0,0,48,
test,48776,3,7,2,1,1,1,46,3,7,0,0,80,
test,41844,3,23,2,2,3,1,25,3,3,0,0,78,
test,14349,2,7,1,1,1,1,25,3,3,0,0,59,
test,72569,2,28,2,1,3,1,28,NA,1,0,0,60,
test,24686,1,25,3,1,3,2,34,1,10,0,0,47,
test,3107,1,22,2,1,1,1,30,4,3,1,0,46,
test,25802,2,3,2,1,1,1,28,3,4,0,0,57,
test,74383,4,10,3,1,3,2,30,3,4,0,0,86,
test,76416,1,16,NA,1,3,1,26,3,5,0,0,50,
test,20776,8,2,3,1,1,1,50,5,7,1,0,52,
test,18849,9,22,2,1,1,1,28,5,4,0,0,58,
test,26179,9,2,2,1,3,1,40,3,7,1,0,62,
test,9190,2,15,2,2,1,1,47,3,14,0,0,59,
test,56949,4,2,2,1,3,1,34,3,8,0,0,84,
test,4096,1,8,3,1,1,1,34,5,7,0,1,48,
test,63078,1,28,2,1,1,1,28,1,2,0,0,48,
test,49653,7,31,2,1,3,1,31,3,3,1,0,61,
test,71799,1,17,2,1,1,1,29,1,5,0,0,48,
test,60815,6,4,3,2,1,1,35,3,5,0,0,64,
test,46130,8,27,2,2,1,1,30,3,5,0,0,52,
test,48325,4,2,2,1,3,2,57,5,27,1,0,86,
test,39592,1,4,2,1,3,1,28,1,2,0,0,50,
test,43587,7,2,2,2,1,2,28,NA,1,1,0,56,
test,842,2,26,2,2,1,1,29,4,5,1,0,57,
test,72096,3,33,2,2,1,1,27,2,2,0,0,83,
test,48254,2,22,2,1,3,2,34,4,8,0,0,60,
test,26000,6,22,2,1,1,1,45,3,16,1,0,66,
test,17843,3,2,2,2,1,1,40,2,5,0,0,80,
test,51398,8,13,2,1,3,1,41,3,10,1,0,50,
test,48334,2,2,2,2,1,1,43,4,3,1,0,61,
test,35668,3,13,2,1,1,1,26,3,2,0,0,78,
test,45933,2,2,2,2,1,1,58,2,17,0,0,60,
test,53186,1,16,2,1,3,1,44,3,11,0,0,50,
